# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE247806|spatial|Homo sapiens|10|GSE247806_RAW.tar(616MB)|immunology,development,cardiovascular,metabolism,infectious_disease,microbiology,cell_stress|Vascularized Macrophage-Islet Organoids to Model Immune-Mediated Pancreatic beta cell Pyroptosis upon Viral Infection [scRNAseq.islets]|cells play critical causing host damage various diseases infectious paucity human models systematically analyzed changes composition COVID-19 autopsy samples GeoMx spatial protein platform|
GSE247805|spatial|Homo sapiens|6|GSE247805_raw_counts.txt.gz(604KB)|immunology,development,cardiovascular,metabolism,infectious_disease,microbiology,cell_stress|Vascularized Macrophage-Islet Organoids to Model Immune-Mediated Pancreatic beta cell Pyroptosis upon Viral Infection [bulkRNAseq]|cells play critical causing host damage various diseases infectious paucity human models systematically analyzed changes composition COVID-19 autopsy samples GeoMx spatial protein platform|
GSE269054|spatial|Homo sapiens; Mus musculus|37|GSE269054_processed_data.tar.gz(1.5GB)|immunology,cardiovascular,gut_intestine,skeletal_muscle,hematopoiesis|Spatially clustered type I interferon responses at injury borderzones|Sterile inflammation myocardial infarction classically credited myeloid cells interacting dead cell debris infarct cardiomyocytes dominant initiators novel IFN transcriptomics mice humans induces|
GSE273853|spatial|Mus musculus|3|GSE273853_RAW.tar(174MB)|neuroscience|Multimodal analysis reveals cellular diversity and divergent circuits of the zona incerta|plays important diverse behavioral emerging clinical target deep brain stimulation treat neurological conditions Despite importance type composition anatomical organization linking specific types|
GSE261445|spatial|Mus musculus|9|GSE261445_RAW.tar(1MB)|development,cardiovascular,metabolism,infectious_disease,lung_respiratory,drug_response,cell_stress,signal_transduction|Single-Cell and Spatial Transcriptomics Identified Fatty Acid–Binding Proteins Controlling Endothelial Glycolytic and Arterial Programming in Pulmonary Hypertension|Rationale PAH devastating disease characterized obliterative vascular remodeling persistent increase resistance leading right heart failure premature death Understanding cellular molecular help|
GSE254756|spatial|Homo sapiens|22|GSE254756_RNA-seq_CRISPR_dCas9.txt.gz(1MB), GSE254756_RNA-seq_donor_fibroblast.txt.gz(2MB), GSE254756_RNA-seq_TGFb.txt.gz(2MB)|cancer,neuroscience,epigenetics,fibrosis_wound,skin,cell_stress|Epigenetic memory of radiotherapy in dermal fibroblasts impairs wound repair capacity in cancer survivors (RNA-Seq)|Long-term toxicities caused treatments recently gained increasing recognition due steadily growing population common treatment unintentionally harm surrounding normal tissues skin hindering healing|
GSE246768|spatial|Mus musculus|1|GSE246768_RAW.tar(108MB)|cancer,development,hematopoiesis,plant_biology,cell_stress|Single nuclear RNA sequencing and 10X spatial transcriptomic profiling of murine tumors initiated by transplantation of engineered prostate organoids [snRNA-seq]|Single-nuclear RNA-sequencing transplant-derived Purpose identify differences cell composition prostatic generate reference dataset major types present mouse recovered 872 cells median 7055 UMIs per|
GSE235247|spatial|Mus musculus|4|GSE235247_RAW.tar(58MB)|aging|Aging- and Alcohol-Associated Spatial Transcriptomic Signature in Mouse Acute Pancreatitis|rapidly population increased resulting risk mortality elderly established model applied transcriptomics profile heterogenous tissue composition pancreas gene expression comparing young cohorts key|
GSE253953|spatial|Macaca mulatta|3|GSE253953_macaque_integrated_neuronsv3.h5seurat(156MB), GSE253953_macaque_rna_dh_conserved_names.h5seurat(377MB)|neuroscience,epigenetics,cell_stress,gene_regulation|Conserved dorsal horn neuron subtype-specific enhancers are implicated in the genetic risk of chronic pain [Macaque snRNA-seq]|spinal cord transforms incoming somatosensory information transmits supraspinally generate sensory perception itch Recent research mouse Cre-driver lines populations neurons transmission different|
GSE248077|spatial|Mus musculus|13|GSE248077_RAW.tar(476MB)|metabolism,infectious_disease,signal_transduction,liver|Perturbed liver gene zonation in a mouse model of non-alcoholic steatohepatitis|characterizes separation metabolic pathways along lobules required optimal hepatic Wnt signaling master regulator spatial perivenous-periportal activity gradient orchestrates activating genes|
GSE249746|spatial|Homo sapiens|1136|GSE249746_Expression_matrix_raw_counts.csv.gz(11MB)|neuroscience,aging,plant_biology|Leveraging deep single-soma RNA sequencing to explore the neural basis of human somatosensation|versatility arises heterogeneous dorsal root ganglion DRG neurons transcriptomes individual neurons-critical information decipher functions-are lacking due technical difficulties isolated somata hDRG|
GSE239602|spatial|Mus musculus|82|GSE239602_0_Normalized_counts_segmFilt0.04genes_geneFilter0.05segm_all51segments.csv.gz(864KB), GSE239602_RAW.tar(4MB)|cardiovascular,infectious_disease,aging,plant_biology,cell_stress|Single-cell and spatial transcriptomics uncovers the role of senescent vascular cells in pathological arterial remodeling during murine atherosclerosis|Studying cardiovascular senescence crucial understanding diverse manifestations disease-related changes system implications overall health disease systematically investigate heterogeneity employed|
GSE251938|spatial|Homo sapiens|3|GSE251938_RAW.tar(33.2GB)||Single-cell and In Situ Spatial Transcriptomics of Marjolin ulcers|SuperSeries composed SubSeries listed|
GSE272410|spatial|Homo sapiens|73|GSE272410_counts.txt.gz(7MB)|immunology|Molecular and spatial analysis unveils the functional basis of tertiary lymphoid structures in Sjogren’s syndrome[bulk RNA-seq]|key autoimmune non-autoimmune conditions recently appreciated While many formation cellular sources temporal relationship unknown single-cell RNA-sequencing transcriptomics proteomics minor salivary|multiomics
GSE272409|spatial|Homo sapiens|13|GSE272409_RAW.tar(368MB)|immunology|Molecular and spatial analysis unveils the functional basis of tertiary lymphoid structures in Sjogren’s syndrome[scRNA-seq]|key autoimmune non-autoimmune conditions recently appreciated While many formation cellular sources temporal relationship unknown single-cell RNA-sequencing transcriptomics proteomics minor salivary|multiomics
GSE270798|spatial|Mus musculus|7|GSE270798_RAW.tar(1014MB)|neuroscience|Control of innate olfactory valence by segregated cortical amygdala circuits|Animals perform behaviors stereotyped responses specific evolutionarily relevant stimuli absence prior learning experience reduced axis whereby odors evoke approach avoidance plCoA mediates|
GSE270763|spatial|Homo sapiens|1|GSE270763_RAW.tar(73MB)|cancer|Single cell gene expression profiling of the SW620 colorectal cell line|Intra-tumor heterogeneity presence diverse types subpopulations within tumors presents obstacle cancer treatment due negative consequences resistance therapy disease recurrence underlie plethora|
GSE269544|spatial|Mus musculus|8|GSE269544_RAW.tar(612MB)|neuroscience,development,reproduction,signal_transduction|Multi-omics Analysis Revealing the Impact of Excessive Maternal Folate Supplementation on Offspring Brain Development [single nuclei multiome]|crucial diverse biological processes neurogenesis While pregnancy standard preventing neural tube defects NTDs concerns growing over potential risks intake employed spatial transcriptomics|multiomics
GSE268049|spatial|Homo sapiens|15|GSE268049_RAW.tar(172MB)|cancer,lung_respiratory,signal_transduction|The effect of exposure to neighborhood violence on GR signaling in lung tumors [Spatial Transcriptomics]|Despite lower rates intensity smoking Black men experience higher incidence cancer White racial disparity particularly pronounced Chicago highly segregated urban city conditions social stress play|
GSE244805|spatial|Mus musculus|3|GSE244805_barcodes.tsv.gz(76KB), GSE244805_features.tsv.gz(284KB), GSE244805_matrix.mtx.gz(154MB), GSE244805_RAW.tar(2MB)|immunology,development,infectious_disease|scRNA-seq + TCR-seq of mouse polyclonal CD4+ T cells during blood-stage malaria infection.|induces differentiation several effector subsets Tfh Th1 cues microarchitectural niches required secondary lymphoid organs formation previously uncharacterised profile transcriptomes reference|
GSE244804|spatial|Mus musculus|2|GSE244804_RAW.tar(97MB)|immunology,development,infectious_disease|scRNA-seq mouse splenocytes prior to and during blood-stage malaria infection.|induces differentiation several effector CD4 subsets Tfh Th1 cells cues microarchitectural niches required secondary lymphoid organs formation previously uncharacterised profile transcriptomes steady|
GSE244803|spatial|Mus musculus|8|GSE244803_RAW.tar(211MB)|immunology,development,infectious_disease|Spatial transcriptomics of mouse spleens during steady state and malaria infection. [d0_d7_slideseqV2]|Blood-stage induces differentiation several effector CD4 subsets Tfh Th1 cells cues microarchitectural niches required secondary lymphoid organs formation previously uncharacterised characterise|
GSE264194|spatial|Mus musculus|4|GSE264194_RAW.tar(117MB)|cancer,kidney,drug_response,signal_transduction|PIK3CA as a therapeutic target for patients with proliferative glomerulonephritis|severe kidney condition often advanced renal failure Unfortunately lack effective treatment options disorders following identification somatic gain-of-function mutation glomerular epithelial cells|
GSE253080|spatial|Homo sapiens|16|GSE253080_RAW.tar(806MB)|cancer,drug_response|Decoding Heterogeneous and Coordinated Tissue Architecture in Glioblastoma Using Spatial Transcriptomics|multiforme GBM stands devastating human malignancy aggressive nature resistance multiple therapeutic interventions Despite extensive intra-tumor heterogeneity unveiled single-cell intricacies largely|
GSE233363|spatial|Mus musculus|20|GSE233363_RAW.tar(1.0GB)|immunology,neuroscience,aging|Multimodal transcriptomics reveal neurogenic aging trajectories and age-related regional inflammation in the dentate gyrus|Single-cell RNA sequencing C57Bl/6 mice ages ranging Spatial whole brain sections cage littermates|
GSE270961|spatial|Mus musculus|3|GSE270961_metadata.csv.gz(576KB), GSE270961_RAW.tar(472MB)|cancer,immunology,cardiovascular,epigenetics,fibrosis_wound,cell_stress|Targeting Immune-Fibroblast Crosstalk in Myocardial Infarction and Cardiac Fibrosis VI|Inflammation tissue co-exist causally linked organ dysfunction molecular driving human disease unexplored currently approved treatments directly multi-omic single-cell gene expression epitope mapping|
GSE270904|spatial|Mus musculus|4|GSE270904_metadata.csv.gz(764KB), GSE270904_RAW.tar(579MB)|cancer,immunology,cardiovascular,epigenetics,fibrosis_wound,cell_stress|Targeting Immune-Fibroblast Crosstalk in Myocardial Infarction and Cardiac Fibrosis V|Inflammation tissue co-exist causally linked organ dysfunction molecular driving human disease unexplored currently approved treatments directly multi-omic single-cell gene expression epitope mapping|
GSE270875|spatial|Mus musculus|2|GSE270875_metadata.csv.gz(487KB), GSE270875_RAW.tar(132MB)|cancer,immunology,cardiovascular,epigenetics,fibrosis_wound,cell_stress|Targeting Immune-Fibroblast Crosstalk in Myocardial Infarction and Cardiac Fibrosis IV|Inflammation tissue co-exist causally linked organ dysfunction molecular driving human disease unexplored currently approved treatments directly multi-omic single-cell gene expression epitope mapping|
GSE270788|spatial|Homo sapiens|46|GSE270788_metadata.csv.gz(1MB), GSE270788_RAW.tar(75.1GB)|cancer,immunology,cardiovascular,epigenetics,fibrosis_wound,cell_stress|Targeting Immune-Fibroblast Crosstalk in Myocardial Infarction and Cardiac Fibrosis III|Inflammation tissue co-exist causally linked organ dysfunction molecular driving human disease unexplored currently approved treatments directly multi-omic single-cell gene expression epitope mapping|
GSE284202|spatial|Mus musculus|70|GSE284202_RAW.tar(3.5GB)|immunology,neuroscience,aging|Spatial transcriptomics and CUT&RUN of the aging mouse brain reveal origins of inflammation in the white matter|SuperSeries composed SubSeries listed|
GSE279113|spatial|Homo sapiens|6|GSE279113_RAW.tar(30MB)|neuroscience,development,fibrosis_wound,eye_vision|Identification and characterization of human retinal stem cells capable of retinal regeneration|hold great promise regenerative medicine existence characteristics elusive preformed single-cell multi-omics spatial transcriptomics fetal retinas uncovered novel subpopulation neural stem-like|
GSE244586|spatial|Mus musculus|54|GSE244586_Annotation_P21_Cbfb_cKO.xlsx(22KB), GSE244586_Annotation_P6_Cbfb_cKO.xlsx(16KB), GSE244586_Cbfb_cKO_P21.ini.txt.gz(141KB), GSE244586_Cbfb_cKO_P6.ini.txt.gz(141KB), GSE244586_Mm_R_NGS_WTA_v1.0.pkc.gz(2MB), GSE244586_RAW.tar(4MB)|development,reproduction,crispr_gene_editing,signal_transduction|Spatial Transcriptomic Profiling of Male Germ Cells from Control and Cbfb cKO mice|Much framework spermatogenesis established postnatally sexual maturation evaluate core-binding factor subunit prepubertal germline development generated conditional knockout Blimp1-Cre denoted|
GSE243314|spatial|Homo sapiens|6|GSE243314_RAW.tar(16MB)|neuroscience,development,fibrosis_wound,cell_stress,eye_vision|Identification and Characterization of Human Retinal Stem-Like Cells with Regenerative Potential [bulk RNA-seq]|hRSCs hold great promise medicine due ability directly differentiate characteristics ambiguous employed single-cell multi-omics profiles ciliary marginal zone CMZ fetal retinas organoids hROs|
GSE242057|spatial|Homo sapiens|7|GSE242057_RAW.tar(208MB)|neuroscience,development,fibrosis_wound,cell_stress,eye_vision|Identification and Characterization of Human Retinal Stem-Like Cells with Regenerative Potential [snRNA-seq]|hRSCs hold great promise medicine due ability directly differentiate characteristics ambiguous employed single-cell multi-omics profiles ciliary marginal zone CMZ fetal retinas organoids hROs|
GSE266687|spatial|Mus musculus|10|GSE266687_RAW.tar(393MB)|neuroscience,development,cardiovascular|Single cell approaches define forebrain neural stem cell niches and identify microglial ligands that enhance precursor-mediated remyelination (scRNA-Seq)|RNA-sequencing spatial transcriptomics characterize NSC under homeostatic injury conditions dorsal lateral ventricular-subventricular zones V-SVZ two distinct neighborhoods following white matter|
