# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE161038|atac_seq|Mus musculus|21|GSE161038_atac_colon_merged_ca_bt2_bc-proc.bw(309MB), GSE161038_atac_colon_merged_ca_bt2_m2-proc.bed.gz(316KB), GSE161038_atac_colon_merged_ca_bt2_m2.txt.gz(1MB), GSE161038_atac_crypt_merged_ca_bt2_bc-proc.bw(241MB), GSE161038_atac_crypt_merged_ca_bt2_m2-proc.bed.gz(584KB), GSE161038_atac_crypt_merged_ca_bt2_m2.txt.gz(2MB), GSE161038_atac_villi_merged_ca_bt2_bc-proc.bw(325MB), GSE161038_atac_villi_merged_ca_bt2_m2-proc.bed.gz(511KB), GSE161038_atac_villi_merged_ca_bt2_m2.txt.gz(2MB), GSE161038_RAW.tar(2.0GB), GSE161038_vdr-chip_colon_merged_ngm_bt2_bc-proc.bw(304MB), GSE161038_vdr-chip_colon_merged_ngm_bt2_m2-proc.bed.gz(186KB), GSE161038_vdr-chip_colon_merged_ngm_bt2_m2.txt.gz(716KB), GSE161038_vdr-chip_colon-vs-crypt_colon-up.bed.gz(5KB), GSE161038_vdr-chip_colon-vs-crypt_crypt-up.bed.gz(5KB), GSE161038_vdr-chip_colon-vs-crypt.xls.gz(499KB), GSE161038_vdr-chip_colon-vs-villi_colon-up.bed.gz(9KB), GSE161038_vdr-chip_colon-vs-villi_villi-up.bed.gz(8KB), GSE161038_vdr-chip_colon-vs-villi.xls.gz(754KB), GSE161038_vdr-chip_crypt_merged_ngm_bt2_bc-proc.bw(217MB), GSE161038_vdr-chip_crypt_merged_ngm_bt2_m2-proc.bed.gz(106KB), GSE161038_vdr-chip_crypt_merged_ngm_bt2_m2.txt.gz(403KB), GSE161038_vdr-chip_crypt-vs-villi_crypt-up.bed.gz(827B), GSE161038_vdr-chip_crypt-vs-villi_villi-up.bed.gz(138B), GSE161038_vdr-chip_crypt-vs-villi.xls.gz(13KB), GSE161038_vdr-chip_villi_merged_ngm_bt2_bc-proc.bw(277MB), GSE161038_vdr-chip_villi_merged_ngm_bt2_m2-proc.bed.gz(148KB), GSE161038_vdr-chip_villi_merged_ngm_bt2_m2.txt.gz(575KB)|epigenetics,gut_intestine|Vitamin D Receptor binding and chromatin accessibility in mouse duodenal crypt and villus and colon epithelium|VDR critical homeostasis While process within intestine primarily focused uncovered compensatory mediating uptake compare genomic properties duodenum ChIP-seq examine intestinal regions|
GSE246930|atac_seq|Mus musculus|12|GSE246930_results.log2cpm.kbMean.tsv.gz(3MB)|cancer,immunology,development,epigenetics,infectious_disease,signal_transduction|TGF-β broadly modifies rather than specifically suppresses reactivated memory CD8 T cells in a dose-dependent manner (ATAC-Seq)|Transforming growth factor directly acts naïve effector control fate decisions genetic abrogation signaling availability altered infections cancer effects Tmem reactivation still poorly defined|
GSE227273|atac_seq|Homo sapiens|22|GSE227273_Jurkat_BRM014_6h.proper_pairs.rmdup_merged.BPM.bw(216MB), GSE227273_Jurkat_BRM014_8d.proper_pairs.rmdup_merged.BPM.bw(422MB), GSE227273_Jurkat_DMSO_6h.proper_pairs.rmdup_merged.BPM.bw(209MB), GSE227273_Jurkat_DMSO_8d.proper_pairs.rmdup_merged.BPM.bw(150MB), GSE227273_Jurkat_gAAVS1.proper_pairs.rmdup_merged.BPM.bw(410MB), GSE227273_Jurkat_gARID1A_1B.proper_pairs.rmdup_merged.BPM.bw(701MB), GSE227273_Jurkat_gSMARCA4_A2.proper_pairs.rmdup_merged.BPM.bw(666MB), GSE227273_Jurkat_gSMARCA4.proper_pairs.rmdup_merged.BPM.bw(448MB)|cancer,immunology,epigenetics,crispr_gene_editing,drug_response,gene_regulation|Chromatin accessibility of T-cell acute lymphoblastic leukemia (T-ALL) cells with depletion or inhbiiton of cBAF complex [ATAC-seq]|cBAF-targeting gRNA inhibitor loci whose regulated|
GSE175857|atac_seq|Homo sapiens|11|GSE175857_RAW.tar(9MB)|cancer,epigenetics,lung_respiratory,cell_stress|Multi-omics datasets for finer-scale dissection of chromatin architecture alterations in radiation induced malignant transformation of bronchial epithelial cells [ATAC-seq]|generated RNA-seq high-resolution Hi-C|
GSE246791|atac_seq|Mus musculus|228|GSE246791_RAW.tar(149.8GB), GSE246791_README.txt(874B), GSE246791_sa2.subclass.names.map.csv.gz(9KB), GSE246791_wmb_bigwigs.tar.gz(233.1GB), GSE246791_wmb_enhancer.tar.gz(17MB), GSE246791_wmb_SnapATAC2_anndata.tar.gz(117.7GB)|neuroscience,epigenetics,microbiology,cell_stress,gene_regulation|Single-cell analysis of chromatin accessibility in the adult mouse brain|report comprehensive atlas candidate cis-regulatory DNA elements cCREs generated examination million individual cells 117 anatomical dissections includes approximately across 1482 distinct|
GSE246763|atac_seq|Mus musculus|17|GSE246763_RAW.tar(8MB)|immunology,development,metabolism,epigenetics,kidney,drug_response,microbiology|Dapagliflozin alleviates renal inflammation and protects against diabetic kidney diseases dependent and independent of glucose levels [ATAC-seq]|DKD become leading cause end-stage worldwide efforts understand pathophysiology prevent development early phase highly warranted analyzed kidneys healthy mice treated sodium-glucose cotransporter|
GSE230740|atac_seq|Homo sapiens|146|GSE230740_AR-AR-CNT_peaks.txt.gz(487KB), GSE230740_AR-DAXX-12h_peaks.txt.gz(602KB), GSE230740_AR-DAXX-24h_peaks.txt.gz(631KB), GSE230740_AR-DAXX-4h_peaks.txt.gz(530KB), GSE230740_AR-DAXX-CNT_peaks.txt.gz(515KB), GSE230740_AR-HIRA-12h_peaks.txt.gz(445KB), GSE230740_AR-HIRA-24h_peaks.txt.gz(416KB), GSE230740_AR-HIRA-4h_peaks.txt.gz(560KB), GSE230740_AR-HIRA-CNT_peaks.txt.gz(418KB), GSE230740_AR-IC4-12h_peaks.txt.gz(564KB), GSE230740_AR-IC4-24h_peaks.txt.gz(473KB), GSE230740_AR-IC4-4h_peaks.txt.gz(575KB), GSE230740_AR-IC4-CNT_peaks.txt.gz(2MB), GSE230740_AR-KO15_peaks.txt.gz(2MB), GSE230740_AR-KO69_peaks.txt.gz(2MB), GSE230740_BRD4-AR-12h_peaks.txt.gz(856KB), GSE230740_BRD4-AR-4h_peaks.txt.gz(924KB), GSE230740_BRD4-AR-CNT_peaks.txt.gz(640KB), GSE230740_BRD4-DAXX-12h_peaks.txt.gz(529KB), GSE230740_BRD4-DAXX-4h_peaks.txt.gz(917KB), GSE230740_BRD4-DAXX-CNT_peaks.txt.gz(846KB), GSE230740_BRD4-HIRA-12h_peaks.txt.gz(433KB), GSE230740_BRD4-HIRA-4h_peaks.txt.gz(910KB), GSE230740_BRD4-HIRA-CNT_peaks.txt.gz(695KB), GSE230740_BRD4-IC4-12h_peaks.txt.gz(831KB), GSE230740_BRD4-IC4-4h_peaks.txt.gz(785KB), GSE230740_BRD4-IC4-CNT_peaks.txt.gz(598KB), GSE230740_DAXX-KO21_peaks.txt.gz(2MB), GSE230740_DAXX-KO39_peaks.txt.gz(2MB), GSE230740_H33-AR-12h_peaks.txt.gz(4MB), GSE230740_H33-AR-24h_peaks.txt.gz(5MB), GSE230740_H33-AR-4h_peaks.txt.gz(4MB), GSE230740_H33-AR-CNT_peaks.txt.gz(7MB), GSE230740_H33-DAXX-12h_peaks.txt.gz(7MB), GSE230740_H33-DAXX-24h_peaks.txt.gz(8MB), GSE230740_H33-DAXX-4h_peaks.txt.gz(5MB), GSE230740_H33-DAXX-CNT_peaks.txt.gz(6MB), GSE230740_H33-HIRA-12h_peaks.txt.gz(6MB), GSE230740_H33-HIRA-24h_peaks.txt.gz(7MB), GSE230740_H33-HIRA-4h_peaks.txt.gz(3MB), GSE230740_H33-HIRA-CNT_peaks.txt.gz(5MB), GSE230740_H33-IC4-12h_peaks.txt.gz(6MB), GSE230740_H33-IC4-24h_peaks.txt.gz(6MB), GSE230740_H33-IC4-4h_peaks.txt.gz(5MB), GSE230740_H33-IC4-CNT_peaks.txt.gz(5MB), GSE230740_H33S31P-AR-12h_peaks.txt.gz(863KB), GSE230740_H33S31P-AR-4h_peaks.txt.gz(701KB), GSE230740_H33S31P-AR-CNT_peaks.txt.gz(943KB), GSE230740_H33S31P-DAXX-12h_peaks.txt.gz(836KB), GSE230740_H33S31P-DAXX-4h_peaks.txt.gz(1MB), GSE230740_H33S31P-DAXX-CNT_peaks.txt.gz(892KB), GSE230740_H33S31P-HIRA-12h_peaks.txt.gz(870KB), GSE230740_H33S31P-HIRA-4h_peaks.txt.gz(553KB), GSE230740_H33S31P-HIRA-CNT_peaks.txt.gz(958KB), GSE230740_H33S31P-IC4-12h_peaks.txt.gz(1MB), GSE230740_H33S31P-IC4-4h_peaks.txt.gz(969KB), GSE230740_H33S31P-IC4-CNT_peaks.txt.gz(624KB), GSE230740_HIRA-sh1_peaks.txt.gz(2MB), GSE230740_HIRA-sh2_peaks.txt.gz(2MB), GSE230740_IB9-CNT1_peaks.txt.gz(2MB), GSE230740_IB9-CNT2_peaks.txt.gz(2MB), GSE230740_K27Ac-AR-12h_peaks.txt.gz(2MB), GSE230740_K27Ac-AR-24h_peaks.txt.gz(2MB), GSE230740_K27Ac-AR-4h_peaks.txt.gz(2MB), GSE230740_K27Ac-AR-CNT_peaks.txt.gz(3MB), GSE230740_K27Ac-DAXX-12h_peaks.txt.gz(2MB), GSE230740_K27Ac-DAXX-24h_peaks.txt.gz(3MB), GSE230740_K27Ac-DAXX-4h_peaks.txt.gz(4MB), GSE230740_K27Ac-DAXX-CNT_peaks.txt.gz(2MB), GSE230740_K27Ac-HIRA-12h_peaks.txt.gz(4MB), GSE230740_K27Ac-HIRA-24h_peaks.txt.gz(3MB), GSE230740_K27Ac-HIRA-4h_peaks.txt.gz(2MB), GSE230740_K27Ac-HIRA-CNT_peaks.txt.gz(2MB), GSE230740_K27Ac-IC4-12h_peaks.txt.gz(2MB), GSE230740_K27Ac-IC4-24h_peaks.txt.gz(3MB), GSE230740_K27Ac-IC4-4h_peaks.txt.gz(2MB), GSE230740_K27Ac-IC4-CNT_peaks.txt.gz(2MB)|cancer,epigenetics,cell_stress,gene_regulation,signal_transduction|HIRA-mediated loading of histone variant H3.3 controls androgen-induced transcription by regulation of AR/BRD4 complex assembly at enhancers [ChIP-Seq]|pathway receptor-driven prostate cancer PCa knocked receptor chaperones DAXX R1-AD1 wild type R1-D567 deltaLBD cell lines Integrative RNA-seq ATAC-seq deregulates gene expression reducing|
GSE230529|atac_seq|Homo sapiens|16|GSE230529_RAW.tar(40MB)|cancer,epigenetics,cell_stress,gene_regulation,signal_transduction|HIRA-mediated loading of histone variant H3.3 controls androgen-induced transcription by regulation of AR/BRD4 complex assembly at enhancers [ATAC-Seq]|pathway receptor-driven prostate cancer PCa knocked receptor chaperones DAXX R1-AD1 wild type R1-D567 deltaLBD cell lines Integrative RNA-seq ChIP-seq deregulates gene expression reducing|
GSE214971|atac_seq|Mus musculus|6|GSE214971_ATAC-Seq_Aged_peaks.bedGraph.gz(1.0GB), GSE214971_ATAC-Seq_Young_peaks.bedGraph.gz(1.1GB)|neuroscience,development,epigenetics,aging,gene_regulation|Transcriptional dysregulation impairs efficacy of neural stem cell activation during aging [ATAC-seq]|examine chromatin accessibility age-dependent genes profiled promoters enhancers assay transposase-accessible sequencing|
GSE212462|atac_seq|Homo sapiens|9|GSE212462_SupT1_GKO_ATAC_Merged_IDR_PeakCounts.txt.gz(3MB)|epigenetics,infectious_disease,rna_biology|HIV-1 latent infection triggers broader epigenomic changes in protein-coding and long non-coding RNAs than active infection of SupT1 cells (ATAC-Seq)|poses major challenge complete viral remission cure latency multi-dimensional dynamic process many aspects established maintained still incompletely characterized host chromatin organization|
GSE210923|atac_seq|Mus musculus|6|GSE210923_H2B_GFP_peaks_quantification.txt.gz(6MB)|cancer,immunology,development,epigenetics|Cell quiescence and reprogramming are distinctive features of pre-leukemic stem cells [ATAC-seq]|concept established B-acute lymphoblastic leukemia B-ALL question primary oncogene reprograms cell-like properties committed B-cells leads pre-neoplastic population PAX5-ELN oncogenic model causal|
GSE200047|atac_seq|Homo sapiens|4|GSE200047_RAW.tar(19MB)|epigenetics,cell_stress|Tissue-specific and tissue-agnostic effects of genome sequence variation modulating blood pressure|Genome-wide association large population cohorts now mapped thousands variants loci numerous polygenic traits diseases exceptions mechanistic understanding precise affect genes tissues modulate trait|
GSE245836|atac_seq|Mus musculus|1|GSE245836_RAW.tar(1.4GB)|immunology,epigenetics,infectious_disease,lung_respiratory,drug_response,microbiology|CD38+ Alveolar Macrophages mediate early control of M.tuberculosis proliferation in the lung [scATAC-seq]|caused Mtb enduring global health challenge especially given limited efficacy current therapeutic interventions Much existing research focused immune failure driver crucial host biology controlling|
GSE244821|atac_seq|Mus musculus|8|GSE244821_RAW.tar(1.0GB)|development,metabolism,epigenetics,infectious_disease,cell_stress,gene_regulation,liver|A critical role for Hepatocyte Nuclear Factor 4 alpha in polymicrobial sepsis-associated metabolic reprogramming and death: ATAC-seq after CLP sepsis model|limited food intake increased energy expenditure induce starvation response compromised quick decline expression hepatic PPAR transcription essential intracellular catabolism free fatty acids|
GSE244029|atac_seq|Homo sapiens|6|GSE244029_Metadata_Seurat_Object_CD4_Tcells_scATACseq.tsv.gz(5MB), GSE244029_Metadata_Seurat_Object_CD8_Tcells_scATACseq.tsv.gz(674KB), GSE244029_RAW.tar(9.6GB)|cancer,immunology,epigenetics,lung_respiratory,hematopoiesis,crispr_gene_editing|Single cell ATAC-sequencing analysis of human SUV39H1-knockout CAR T compared to control CAR T cells (mock) in a xenograft model of lung adenocarcinoma|inactivation enhances 41BBz-CAR long-term persistence providing protection against tumor relapses rechallenges mouse purpuse profile chromatin accessibility SUV39H1-deficient single-cell assay|
GSE236329|atac_seq|Mus musculus|4|GSE236329_RAW.tar(330MB)|cancer,immunology,development,epigenetics,hematopoiesis|BRD9  determines the cell fate of hematopoietic stem cells by regulating chromatin state [mouse_Brd9_ATAC-seq]|remodeling caused SWI/SNF BAF complexes essential fates component non-canonical ncBAF complex post-transcriptionally decayed multiple types cancer especially myelodysplastic syndrome MDS loss|
GSE236326|atac_seq|Homo sapiens|6|GSE236326_RAW.tar(916MB)|development,epigenetics,hematopoiesis,microbiology,cell_stress,gene_regulation|BRD9  determines the cell fate of hematopoietic stem cells by regulating chromatin state [human_Brd9_ATAC-seq]|Switch/sucrose nonfermentable SWI/SNF complexes ATP-dependent remodeler play critical timely appropriate gene regulation modulating architecture DNA accessibility grouped three subcomplexes differing|
GSE216237|atac_seq|Homo sapiens|6|GSE216237_ILMN_670_TONSL_ATAC-seq_processedData.xlsx(221KB)|cancer,epigenetics|Study of differential chromatin accessibility within primary breast epithelial cells from healthy donor and its TONSL overexpressing counterpart|evaluate probable tumorigenesis overexpressed studied|
GSE210816|atac_seq|Mus musculus|4|GSE210816_mouse_cell_line_information.txt.gz(353B), GSE210816_RAW.tar(12MB)|epigenetics,gene_regulation|Outward-oriented sites within clustered CTCF boundaries are key for intraTAD chromatin interactions and gene regulation [ATAC-seq]|plays important genome organization adjusting insulation CBS CTCF-binding elements often arranged tandem array complex divergent convergent orientation cPcdh HOXD loci paradigm look|
GSE203320|atac_seq|Mus musculus|10|GSE203320_RAW.tar(647MB)|cancer,immunology,development,epigenetics,hematopoiesis|BRD9 determines the cell fate of hematopoietic stem cells by regulating chromatin state [ChIP-Seq II]|remodeling caused SWI/SNF BAF complexes essential fates component non-canonical ncBAF complex post-transcriptionally decayed multiple types cancer especially myelodysplastic syndrome MDS loss|
GSE203318|atac_seq|Mus musculus|2|GSE203318_RAW.tar(480MB)|cancer,immunology,development,epigenetics,hematopoiesis|BRD9 determines the cell fate of hematopoietic stem cells by regulating chromatin state [ATAC-Seq II]|remodeling caused SWI/SNF BAF complexes essential fates component non-canonical ncBAF complex post-transcriptionally decayed multiple types cancer especially myelodysplastic syndrome MDS loss|
GSE203317|atac_seq|Mus musculus|8|GSE203317_RAW.tar(656MB)|cancer,immunology,development,epigenetics,hematopoiesis|BRD9 determines the cell fate of hematopoietic stem cells by regulating chromatin state [ChIP-Seq I]|remodeling caused SWI/SNF BAF complexes essential fates component non-canonical ncBAF complex post-transcriptionally decayed multiple types cancer especially myelodysplastic syndrome MDS loss|
GSE203315|atac_seq|Mus musculus|2|GSE203315_RAW.tar(152MB)|cancer,immunology,development,epigenetics,hematopoiesis|BRD9 determines the cell fate of hematopoietic stem cells by regulating chromatin state [ATAC-Seq I]|remodeling caused SWI/SNF BAF complexes essential fates component non-canonical ncBAF complex post-transcriptionally decayed multiple types cancer especially myelodysplastic syndrome MDS loss|
GSE246426|atac_seq|Homo sapiens|16|GSE246426_L363.MACS2_q_0.01.noModel.union.annot.clean.cts.txt.gz(4MB), GSE246426_L363.MACS2_q_0.01.noModel.union.annot.clean.rppm.cov.gz(7MB), GSE246426_RAW.tar(7.1GB), GSE246426_RPMI8226.MACS2_q_0.01.noModel.union.annot.clean.cts.txt.gz(4MB), GSE246426_RPMI8226.MACS2_q_0.01.noModel.union.annot.clean.rppm.cov.gz(7MB)|cancer,development,epigenetics,skeletal_muscle,gene_regulation|ETV4-Dependent Transcriptional Plasticity Maintains MYC Expression and Results in IMiD Resistance in Multiple Myeloma [ATAC-seq]|Immunomodulatory Drugs IMiDs backbone therapy Despite efficacy most patients develop fully defined responses directed IMiD-dependent degradation IKZF1 IKZF3 bind enhancers necessary sustain other|
GSE246167|atac_seq|Mus musculus|6|GSE246167_geneMatArchrHbc.rds.gz(134MB), GSE246167_peakMatArchrHbc_v2.rds.gz(108MB), GSE246167_RAW.tar(1.1GB)|development,epigenetics|Epigenomic Profile of Lineage-Traced Mouse Horizontal Basal Cells Before and 24 Hours After Injury|Wild-type HBCs olfactory epithelium profiled single-cell ATAC-seq 10x Genomics identify regions accessible chromatin individual acute|
GSE209675|atac_seq|Homo sapiens|6|GSE209675_RAW.tar(622MB)|cancer,epigenetics,cell_stress,gene_regulation|Transcriptional responses of cancer cells to heat shock-inducing stimuli involve amplification of robust HSF1 binding|Background HSR evolutionarily conserved helps adapt environmental stresses Factor master long promoters target HSP genes rapidly activate recent genome-wide thousands sites outside heat-shock|
GSE209667|atac_seq|Homo sapiens|30|GSE209667_RAW.tar(4.1GB)|cancer,epigenetics,cell_stress,gene_regulation|Transcriptional responses of cancer cells to heat shock-inducing stimuli involve amplification of robust HSF1 binding|Background HSR evolutionarily conserved helps adapt environmental stresses Factor master long promoters target HSP genes rapidly activate recent genome-wide thousands sites outside heat-shock|
GSE245186|atac_seq|Homo sapiens|6|GSE245186_Processed_ATAC_Day_50_Rechallenge_SUVKOvsWT_1928z_.txt.gz(3MB)|cancer,immunology,epigenetics|Disruption of SUV39H1-mediated H3K9 methylation sustains CAR T cell function [ATAC-Seq]|Comparing genome accessibility profiles ATACseq SUV39H1-edited cells|
GSE233898|atac_seq|Mus musculus|24|GSE233898_consensus_peaks.mLb.clN.annotatePeaks.txt.gz(6MB), GSE233898_consensus_peaks.mLb.clN.featureCounts.txt.gz(3MB)|immunology,development,aging,gut_intestine,signal_transduction|Aged intestinal stem cells propagate cell-intrinsic sources of inflammaging in mice [ATAC_invivo]|Low-grade chronic inflammation considered hallmark ageing impaired tissue development disease extrinsic factors interact establish phenotype termed poorly understood addressed question mouse|
