# accession|modality|organism|n_samples|files|topics|title|keywords|flags
# files: actual FTP filenames+sizes when available, or [GEO:types] as fallback
# flags: 'multiomics' if record also appears in search_index_multiomics.txt; empty otherwise
GSE278576|single-nucleus|Homo sapiens|80|GSE278576_hc1134_raw_feature_bc_matrix.h5(78MB), GSE278576_hc1153_raw_feature_bc_matrix.h5(50MB), GSE278576_hc11_raw_feature_bc_matrix.h5(32MB), GSE278576_hc1203_raw_feature_bc_matrix.h5(97MB), GSE278576_hc1216_raw_feature_bc_matrix.h5(99MB), GSE278576_hc1265_raw_feature_bc_matrix.h5(191MB), GSE278576_hc1271_raw_feature_bc_matrix.h5(179MB), GSE278576_hc12_raw_feature_bc_matrix.h5(83MB), GSE278576_hc13344_raw_feature_bc_matrix.h5(128MB), GSE278576_hc13394_raw_feature_bc_matrix.h5(187MB), GSE278576_hc13414_raw_feature_bc_matrix.h5(187MB), GSE278576_hc1745_raw_feature_bc_matrix.h5(118MB), GSE278576_hc19_raw_feature_bc_matrix.h5(75MB), GSE278576_hc212191_raw_feature_bc_matrix.h5(87MB), GSE278576_hc26_raw_feature_bc_matrix.h5(118MB), GSE278576_hc29_raw_feature_bc_matrix.h5(56MB), GSE278576_hc35_raw_feature_bc_matrix.h5(117MB), GSE278576_hc40_raw_feature_bc_matrix.h5(103MB), GSE278576_hc46426_raw_feature_bc_matrix.h5(149MB), GSE278576_hc4781_raw_feature_bc_matrix.h5(95MB), GSE278576_hc5021_raw_feature_bc_matrix.h5(82MB), GSE278576_hc5087_raw_feature_bc_matrix.h5(101MB), GSE278576_hc5551_raw_feature_bc_matrix.h5(182MB), GSE278576_hc5579_raw_feature_bc_matrix.h5(148MB), GSE278576_hc5610_raw_feature_bc_matrix.h5(109MB), GSE278576_hc5614_raw_feature_bc_matrix.h5(101MB), GSE278576_hc6021_raw_feature_bc_matrix.h5(178MB), GSE278576_hc6052_raw_feature_bc_matrix.h5(62MB), GSE278576_hc69984_raw_feature_bc_matrix.h5(59MB), GSE278576_hc73787_raw_feature_bc_matrix.h5(135MB), GSE278576_hc73_raw_feature_bc_matrix.h5(217MB), GSE278576_hc76_raw_feature_bc_matrix.h5(70MB), GSE278576_hc77_raw_feature_bc_matrix.h5(49MB), GSE278576_hc78_raw_feature_bc_matrix.h5(86MB), GSE278576_hc81_raw_feature_bc_matrix.h5(103MB), GSE278576_hc8_raw_feature_bc_matrix.h5(180MB), GSE278576_hc935_raw_feature_bc_matrix.h5(147MB), GSE278576_hc937_raw_feature_bc_matrix.h5(132MB), GSE278576_hc98_raw_feature_bc_matrix.h5(178MB), GSE278576_hc9_raw_feature_bc_matrix.h5(83MB), GSE278576_hippocampus_RNA_seurat_object_filtered_cells.h5(3.1GB), GSE278576_hippocampus_RNA_seurat_object_filtered_cells_metadata.tsv.gz(12MB), GSE278576_RAW.tar(89.2GB)|neuroscience,development,epigenetics,aging,signal_transduction|Epigenetic and 3D genome reprogramming during the aging of human hippocampus|Age-related cognitive decline humans altered physiology region critical memory consolidation spatial navigation While changes expression brain cells understanding regulatory connection chromatin|
GSE261441|single-nucleus|Arabidopsis thaliana|13|GSE261441_A.thaliana_periderm_snRNAseq_atlas_Seurat_object.rds.gz(555MB), GSE261441_D10_experiment_1_barcodes.tsv.gz(17KB), GSE261441_D10_experiment_1_features.tsv.gz(173KB), GSE261441_D10_experiment_1_matrix.mtx.gz(11MB), GSE261441_D10_experiment_2_barcodes.tsv.gz(15KB), GSE261441_D10_experiment_2_features.tsv.gz(160KB), GSE261441_D10_experiment_2_matrix.mtx.gz(6MB), GSE261441_D12_experiment_2_barcodes.tsv.gz(20KB), GSE261441_D12_experiment_2_features.tsv.gz(160KB), GSE261441_D12_experiment_2_matrix.mtx.gz(12MB), GSE261441_D14_experiment_2_barcodes.tsv.gz(14KB), GSE261441_D14_experiment_2_features.tsv.gz(160KB), GSE261441_D14_experiment_2_matrix.mtx.gz(6MB), GSE261441_D6_experiment_1_barcodes.tsv.gz(9KB), GSE261441_D6_experiment_1_features.tsv.gz(173KB), GSE261441_D6_experiment_1_matrix.mtx.gz(7MB), GSE261441_D7_experiment_1_barcodes.tsv.gz(14KB), GSE261441_D7_experiment_1_features.tsv.gz(173KB), GSE261441_D7_experiment_1_matrix.mtx.gz(13MB), GSE261441_D8_experiment_1_barcodes.tsv.gz(9KB), GSE261441_D8_experiment_1_features.tsv.gz(173KB), GSE261441_D8_experiment_1_matrix.mtx.gz(6MB), GSE261441_D9_experiment_1_barcodes.tsv.gz(20KB), GSE261441_D9_experiment_1_features.tsv.gz(173KB), GSE261441_D9_experiment_1_matrix.mtx.gz(11MB)|immunology,development,plant_biology|A single nuclei transcriptome census of the Arabidopsis maturing root identifies that MYB67 controls phellem cell maturation [snRNA-seq]|periderm forming secondary growth serves protective outer barrier many seed plant species multi-layered tissue comprised three distinct types phellogen phelloderm development become trait interest|
GSE241190|single-nucleus|Macaca fascicularis|16|GSE241190_RAW.tar(1.2GB)|cancer,immunology,neuroscience,drug_response|Transcriptional Responses to TREM2 Agonist Antibody Treatment in Cynomologus Monkey Brain [single nuclei RNA sequencing]|order search pharmacodynamic biomarkers Para09 primates RNA-Seq cortical tissue cynomolgus monkeys injected doses Changes proliferation genes MKI67 glial activation CHI3L1 experiment demonstrates|
GSE262715|single-nucleus|Mus musculus|2|GSE262715_RAW.tar(222MB)|development,epigenetics,lung_respiratory,reproduction|Maternal Asthma During Pregnancy Imprints Fetal Lung Group 2 Innate Lymphoid Cells [snRNA-Seq]|effects lungs offspring asthmatic mothers ILC2 altered phenotypically life|
GSE192640|single-nucleus|Homo sapiens|4|GSE192640_RAW.tar(80MB)|development,gut_intestine|hPSC-Derived Enteric Ganglioids Model Human ENS Development and Function [snRNA-seq]|single nuclei sequencing molecular characterization nervous system models termed|
GSE282329|single-nucleus|Mus musculus|95|GSE282329_RAW.tar(6.7GB)|immunology,neuroscience,aging|Tlr7 Drives Sex Differences in Age- and AD-related Demyelination [snRNAseq]|Alzheimer disease other age-related disorders exhibit single-nuclei transcriptomics dissect contributions chromosomes gonads mouse model modifying microglia oligodendrocyte responses loss expressing|
GSE282611|single-nucleus|Homo sapiens|4|GSE282611_RAW.tar(2.1GB)|cancer,development,skeletal_muscle,rna_biology,gene_regulation|A multitargeting approach rewires cell identity in fusion-negative rhabdomyosarcoma [snRNAseq and scATACseq]|RMS most common soft-tissue occurring pediatric population arises skeletal muscle compartment Several transcriptional post-transcriptional regulators lock tumor continuous undifferentiated state|
GSE227524|single-nucleus|Tupaia belangeri|15|GSE227524_RAW.tar(745MB)|neuroscience,development,aging,cell_stress,eye_vision|Single-cell nuclear transcriptome sequencing and cross-species analysis reveal tree shrew retina Age-associated cellular profiles and specific markers|shrews possess highly developed visual system great potential modelling human age-related diseases eyes molecular characteristics rarely understood single-nucleus RNA snRNA-seq analyze map determine|
GSE282774|single-nucleus|Homo sapiens|58|GSE282774_N2_local_Gene_expression.csv.gz(4MB)|cancer,development,lung_respiratory|Development and validation of a gene-based classification model for pN2 lung adenocarcinoma|LUAD pathological ipsilateral mediastinal lymph node involvement exhibits strong biological clinical heterogeneity necessary classify biomolecular characteristics lead prognostic pN2-LUAD bulk RNA|
GSE282825|single-nucleus|Mus musculus|8|GSE282825_RAW.tar(380MB)|neuroscience,development,epigenetics|Control of Striatal Circuit Development by the  Chromatin Regulator Zswim6 [snRNA-Seq]|pathophysiology neurodevelopmental disorders involves vulnerable neural populations circuitry convergent molecular nodes regulation synapse Despite epigenetic regulates understudied Recurrent novo|
GSE282457|single-nucleus|Scyliorhinus canicula|3|GSE282457_RAW.tar(387MB)|neuroscience,development,cell_stress,eye_vision|A single-nucleus RNA sequencing atlas of the postnatal retina of the shark Scyliorhinus canicula|whose basic cellular structure highly conserved across vertebrates constitutes accessible system studying central nervous recent years single-cell RNA-sequencing uncovered diversity variety species|
GSE282362|single-nucleus|Homo sapiens|4|GSE282362_RAW.tar(61MB)|development,infectious_disease,aging,skeletal_muscle,cell_stress|Optimized Methods for scRNA-seq and snRNA-seq of Skeletal Muscle Stored in Nucleic Acid Stabilizing Preservative|Single cell transformed understanding cellular heterogeneity disease need fresh starting material obstacle especially context international multicenter archived tissue developed protocol obtain|
GSE259378|single-nucleus|Homo sapiens|28|GSE259378_RAW.tar(3.5GB)|cancer,cardiovascular|Single-nucleus and spatial landscape of the sub-ventricular zone in human glioblastoma|GBM clinical management challenging due heterogeneous nature invasive potential poor response radio chemo-therapy inevitably recurs minority patients survive years post-diagnosis first majority SVZ|
GSE268359|single-nucleus|Rattus norvegicus|4|GSE268359_RAW.tar(277MB)|neuroscience,kidney|Single-nucleus RNA-sequencing of orbitofrontal cortex in rat model of Methamphetamine-induced sensitization|Due complexity diversity cellular changes understanding exact molecular underpinning behavioral incomplete present explored single-cell transcriptional OFC region implicated decision-making|
GSE267964|single-nucleus|Homo sapiens|8|GSE267964_All_samples_immune_metadata.tsv.gz(14KB), GSE267964_All_samples_stromal_metadata.tsv.gz(75KB), GSE267964_All_samples_urothelium_metadata.tsv.gz(80KB), GSE267964_RAW.tar(435MB)|infectious_disease,cell_stress|Exploring the utility of snRNA-seq in profiling human bladder tissue: A comprehensive comparison with scRNA-seq|Single cell sequencing technologies revolutionized understanding biology mapping diversity gene expression healthy diseased tissues While single-cell widely interest single-nucleus growing due|
GSE233813|single-nucleus|Mus musculus|4|GSE233813_RAW.tar(295MB)|immunology,neuroscience,fibrosis_wound,cell_stress|Spatiotemporal transcriptomic map of glial cell response in a mouse model of acute brain ischemia [snRNA-Seq]|spatial single-cell transcriptomics male brains molecular cellular processes governing ischemic stroke first week injury Focusing cells documented activation formation scar changes communication|
GSE212250|single-nucleus|Homo sapiens|3973|no_suppl|cancer,epigenetics|Deciphering the function of intrinsic and genomics-driven epigenetic heterogeneity in head and neck cancer progression with single-nucleus CUT&RUN|SuperSeries composed SubSeries listed|
GSE212247|single-nucleus|Homo sapiens|18|GSE212247_snCUTRUN_RNAseq_raw_count.txt.gz(1MB), GSE212247_snCUTRUN_RNAseq_Zscore.txt.gz(989KB), GSE212247_snCUTRUN_sample_meta.csv.gz(214B)|cancer,development,epigenetics|Deciphering the function of intrinsic and genomics-driven epigenetic heterogeneity in head and neck cancer progression with single-nucleus CUT&RUN [bulk RNAseq]|Single-cell sequencing scRNA-seq proven invaluable tool tumor evolution interrogating regulatory alterations resolution single-cells remained major challenge due lack sensitivity current assays|
GSE278289|single-nucleus|Mus musculus|3|GSE278289_RAW.tar(1.0GB)|development,kidney,gene_regulation|Single nucleus RNA sequencing of mosiac Pax2 and Pax8 mutant proximal tubules|homologous transcription factors required kidney development medullary urine concentration homeostasis response acute injury unknown Mice consisting mosaic wild-type Pax2/8 cells generated Gene|
GSE281324|single-nucleus|Mus musculus|4|GSE281324_RAW.tar(471MB)|development,aging,drug_response,cell_stress|Leveraging large-scale datasets and single cell omics data to develop a polygenic score for cisplatin-induced ototoxicity|Background CIO characterized irreversible progressive bilateral hearing loss prevalent adverse effect chemotherapy Alongside clinical risk factors genetic variants contribute genome-wide association|
GSE236579|single-nucleus|Mus musculus|9|GSE236579_epiAT_WL.rds.gz(2.7GB), GSE236579_epiAT_Yoyo.rds.gz(924MB), GSE236579_RAW.tar(640MB)|cancer,metabolism,epigenetics|Adipose tissue retains an epigenetic memory of obesity after weight loss [snRNAseq]|Reducing body improve metabolic health related comorbidities primary goal treating maintaining considerable challenge especially appears obesogenic defends against changes Overcoming barrier|
GSE236578|single-nucleus|Mus musculus|20|GSE236578_gene_counts_merged.txt.gz(836KB)|cancer,metabolism,epigenetics|Adipose tissue retains an epigenetic memory of obesity after weight loss [TRAP]|Reducing body improve metabolic health related comorbidities primary goal treating maintaining considerable challenge especially appears obesogenic defends against changes Overcoming barrier|
GSE281007|single-nucleus|Mus musculus|12|GSE281007_Processed_Crotonate1.tar.gz(3.7GB), GSE281007_Processed_Crotonate2.tar.gz(2.7GB), GSE281007_Processed_Saline1.tar.gz(3.3GB), GSE281007_Processed_Saline2.tar.gz(3.5GB), GSE281007_RAW.tar(4MB)|neuroscience,epigenetics|Lysine Crotonylation Acts as an Epigenetic Switch for Glutamate Neurotransmission and Spatial Memory|single-nucleus multiomics approach demonstrates enhancing histone modulates cell type specific chromatin accessibility drives expression genes encoding key proteins glutamatergic consolidation|
GSE278284|single-nucleus|Homo sapiens|2|GSE278284_RAW.tar(167MB)|neuroscience,development|Comprehensive gene expression analysis using iPS cells derived from patients with sleep bruxism [snRNA-seq]|disorder repeatedly make involuntary jaw movements single nucleus sequencing CTRL cell-derived neurons established investigate neural subtype specific|
GSE244832|single-nucleus|Homo sapiens|36|GSE244832_hLIVER_processed_files.tar.gz(694MB), GSE244832_RAW.tar(3.9GB)|metabolism,epigenetics,infectious_disease,fibrosis_wound,hematopoiesis,drug_response,cell_stress,liver|Multi-Modal Comparison of human Hepatic Stellate Cells identifies novel therapeutic targets for Metabolic Dysfunction-Associated Steatotic Liver Disease|Background aims MASLD progresses steatosis MASL steatohepatitis MASH fibrosis Activation HSCs fibrogenic myofibroblasts plays critical pathogenesis gene expression chromatin accessibility profiles|
GSE281356|single-nucleus|Homo sapiens|15|GSE281356_RAW.tar(445MB)|development,metabolism,skin|Human subcutaneous and visceral adipocyte atlases uncover classical and non-classical adipocytes and depot-specific patterns|adipose depots functionally distinct recent single-nucleus RNA-sequencing snRNA-seq analyses largely uncovered overlapping/similar cell-type landscapes hypothesized subtypes differentiation|
GSE281069|single-nucleus|Homo sapiens|44|GSE281069_20220516_seur_comb_subcluster_anno.rds.gz(4.3GB), GSE281069_RAW.tar(6.4GB), GSE281069_seurat_metadata.csv.gz(11MB)|neuroscience,cell_stress,signal_transduction|Mapping the glial transcriptome in Huntington’s disease using snRNAseq: Selective disruption of glial signatures across brain regions|autosomal dominant neurodegenerative fatal outcome accumulating evidence prominent pathology conducting single nuclear sequencing human post mortem four differentially affected caudate nucleus|
GSE281176|single-nucleus|Mus musculus|16|GSE281176_RAW.tar(287MB)|immunology,neuroscience,cell_stress,signal_transduction|Spinal cord single-nuclei RNA sequencing of an EAE mouse model of multiple sclerosis|MOG35-55 peptide induction experimental autoimmune encephalomyelitis determine Bruton tyrosine kinase BTK inhibition attenuate disease-relevant changes central nervous system gene expression|
GSE254827|single-nucleus|Mus musculus|4|GSE254827_RAW.tar(181MB)|development,cardiovascular,fibrosis_wound|A paternal cardiac lesion induces cardiac adaptation in the offspring|Background Following injury heart permanently damaged regenerating distal organs subjected changes physiological largely unknown affect gametes transmit heritable subsequent generations report|
GSE266661|single-nucleus|Schmidtea mediterranea|9|GSE266661_RAW.tar(513MB)|cancer,development,metabolism,fibrosis_wound|Mitochondrial Dynamics Govern Whole-body Regeneration Through Stem Cell Pluripotency and Mitonuclear Balance [RNAi scRNA-seq]|further identity relationship neoblast lineage commitment single-cell sequencing analyze compositions low cells identify different tissues snRNA-seq analyisis|
GSE274778|single-nucleus|Homo sapiens|68|GSE274778_barcodes.tsv.gz(363KB), GSE274778_features.tsv.gz(120KB), GSE274778_matrix.mtx.gz(347MB), GSE274778_meta_data.tsv.gz(441KB), GSE274778_rs10494217_risk_allele_status.tsv.gz(263B)|metabolism,skin|Single-nucleus RNA sequencing of human subcutaneous adipose tissue biopsies from 68 Finnish participants.|RNA-seq Roux-en-Y versus one-anastomosis gastric bypass RYSA cohort|
